nom_du_musee,année,region,ville,payant,gratuit,total,id_museofile
Musée Charbonneau-Lassay,2010,POITOU-CHARENTES,LOUDUN,0,538,538,
Musée Archéologique,2010,PROVENCE-ALPES-CÔTE D'AZUR,RIEZ-LA-ROMAINE,618,706,1324,
Musée National Marc Chagall,2010,PROVENCE-ALPES-CÔTE D'AZUR,NICE,100268,50708,150976,
Musée Archéologique - Site de Terra Amata,2010,PROVENCE-ALPES-CÔTE D'AZUR,NICE,0,16897,16897,
Musée du Parlement de Provence et du Vieil Aix,2010,PROVENCE-ALPES-CÔTE D'AZUR,AIX-EN-PROVENCE,0,28335,28335,
Musée des Tapisseries,2010,PROVENCE-ALPES-CÔTE D'AZUR,AIX-EN-PROVENCE,4267,18729,22996,
Musée Réattu,2010,PROVENCE-ALPES-CÔTE D'AZUR,ARLES,9898,26393,36291,
Musée Départemental de l'Arles Antique,2010,PROVENCE-ALPES-CÔTE D'AZUR,ARLES,170029,153108,323137,
Musée Municipal Méditerranéen de Cassis A.T.P.,2010,PROVENCE-ALPES-CÔTE D'AZUR,CASSIS,64,4324,4388,
Musée Ciotaden,2010,PROVENCE-ALPES-CÔTE D'AZUR,LA CIOTAT,2968,3148,6116,
Fondation Louis Jou,2010,PROVENCE-ALPES-CÔTE D'AZUR,LES-BAUX-DE-PROVENCE,800,1600,2400,
Musée d'Histoire de Marseille,2010,PROVENCE-ALPES-CÔTE D'AZUR,MARSEILLE,10325,29557,39882,
Musée d'Archéologie Méditerranéenne,2010,PROVENCE-ALPES-CÔTE D'AZUR,MARSEILLE,5736,22957,28693,
Musée Cantini,2010,PROVENCE-ALPES-CÔTE D'AZUR,MARSEILLE,7878,16475,24353,
Musée de Salon et de la Crau,2010,PROVENCE-ALPES-CÔTE D'AZUR,SALON-DE-PROVENCE,0,17221,17221,
Musée des Troupes de Marine,2010,PROVENCE-ALPES-CÔTE D'AZUR,FREJUS,0,16027,16027,
Musée de l'Hôtel Dieu,2010,PROVENCE-ALPES-CÔTE D'AZUR,CAVAILLON,2273,0,2273,
Musée Marc Deydier,2010,PROVENCE-ALPES-CÔTE D'AZUR,CUCURON,0,7323,7323,
Musée-Bibliothèque François Pétrarque,2010,PROVENCE-ALPES-CÔTE D'AZUR,FONTAINE-DE-VAUCLUSE,2773,1757,4530,
Musée Archéologique,2010,RHONE-ALPES,IZERNORE,295,430,725,
Musée du Bugey-Valmorey,2010,RHONE-ALPES,LOCHIEU,2017,2068,4085,
Musée Chintreuil,2010,RHONE-ALPES,PONT-DE-VAUX,4745,1238,5983,
Musée de la Bresse - Domaine des Planons,2010,RHONE-ALPES,SAINT-CYR-SUR-MENTHON,13156,7963,21119,
Musée et Site Archéologiques,2010,RHONE-ALPES,SOYONS,11095,2190,13285,
Musée du Rhône,2010,RHONE-ALPES,TOURNON-SUR-RHÔNE,6738,6621,13359,
Musée International de la Chaussure,2010,RHONE-ALPES,ROMANS,19094,16756,35850,
Musée Géo-Charles,2010,RHONE-ALPES,ECHIROLLES,0,6190,6190,
Musée de Grenoble,2010,RHONE-ALPES,GRENOBLE,55992,112440,168432,
Musée Dauphinois,2010,RHONE-ALPES,GRENOBLE,0,57205,57205,
Maison du Patrimoine de Hières-sur-Amby,2010,RHONE-ALPES,HIERES SUR AMBY,4550,1622,6172,
Musée Hébert,2010,RHONE-ALPES,LA TRONCHE,0,27852,27852,
Musée Alice Taverne,2010,RHONE-ALPES,AMBIERLE,4078,641,4719,
Musée Hospitalier,2010,RHONE-ALPES,CHARLIEU,2777,1386,4163,
Atelier - Musée du Chapeau,2010,RHONE-ALPES,CHAZELLES-SUR-LYON,10486,3638,14124,
Musée d'Art et d'Industrie,2010,RHONE-ALPES,SAINT-ETIENNE,20486,19628,40114,
Musée d'Art Moderne et Contemporain,2010,RHONE-ALPES,SAINT-ETIENNE,27348,23231,50579,
Musée des Civilisations : Daniel Pouget,2010,RHONE-ALPES,SAINT-JUST-SAINT-RAMBERT,3123,7751,10874,
Musée Folklorique et Traditions Populaires Marius Audin,2010,RHONE-ALPES,BEAUJEU,1895,728,2623,
Musée Historique des Tissus,2010,RHONE-ALPES,LYON,51937,29766,81703,
Musée des Hospices Civils de Lyon,2010,RHONE-ALPES,LYON,4775,6254,11029,
Musée Municipal,2010,ST PIERRE ET MIQUELON,SAINT-PIERRE ET MIQUELON,1621,1306,2927,
Musée de la Folie Marco,2011,ALSACE,BARR,2461,2771,5232,
Musée de Bouxwiller et du pays de hanau,2011,ALSACE,BOUXWILLER,884,110,994,
Musée Archéologique,2011,ALSACE,STRASBOURG,9441,31445,40886,
Musée Zoologique de Strasbourg,2011,ALSACE,STRASBOURG,9057,23312,32369,
Musée de l'Œuvre Notre-Dame,2011,ALSACE,STRASBOURG,9858,23662,33520,
Musée J.F. Oberlin,2011,ALSACE,WALDERSBACH,20092,7266,27358,
Musée Gallo-Romain,2011,ALSACE,BIESHEIM,693,1844,2537,
Musée d'Unterlinden,2011,ALSACE,COLMAR,151000,26100,177100,
Musée Théodore Deck et des Pays du Florival,2011,ALSACE,GUEBWILLER,1388,4189,5577,
Musée Historique et Militaire de Huningue,2011,ALSACE,HUNINGE,172,233,405,
Musée du Vignoble et des Vins d'Alsace,2011,ALSACE,KAYSERSBERG VIGNOBLE,3586,0,3586,
Maison du Sundgau - Musée Paysan,2011,ALSACE,OLTINGUE,1169,183,1352,
Ecomusée d'Alsace,2011,ALSACE,UNGERSHEIM,180774,0,180774,
Musée Gallo-Romain de Vesunna,2011,AQUITAINE,PERIGUEUX,18665,11695,30360,
CAPC Musée d'Art Contemporain de Bordeaux,2011,AQUITAINE,BORDEAUX,38405,108598,147003,
Musée de Borda,2011,AQUITAINE,DAX,2671,6757,9428,
Musée du Château Henri IV,2011,AQUITAINE,NERAC,19628,8086,27714,
Muséum d'Histoire Naturelle,2011,AQUITAINE,BAYONNE,0,23514,23514,
Musée Municipal de Guéthary,2011,AQUITAINE,GUETHARY,836,1795,2631,
Musée Charles-Louis Philippe,2011,AUVERGNE,CERILLY,209,76,285,
Musée Anne de Beaujeu,2011,AUVERGNE,MOULINS,27441,0,27441,
Musée Rieckotter,2011,AUVERGNE,NERIS-LES-BAINS,900,620,1520,
Musée des Sciences,2011,AUVERGNE,AURILLAC,4630,8600,13230,
Musée de la Haute Auvergne,2011,AUVERGNE,SAINT-FLOUR,2801,2171,4972,
Muséum d'Histoire Naturelle Henri-Lecoq,2011,AUVERGNE,CLERMONT-FERRAND,2348,15165,17513,
Musée des Pénitents Blancs,2011,AUVERGNE,MARSAC-EN-LIVRADOIS,172,22,194,
Musée Régional d'Auvergne,2011,AUVERGNE,RIOM,837,3429,4266,
Musée Municipal Marcel Sahut,2011,AUVERGNE,VOLVIC,0,1586,1586,
Musée des Beaux-Arts,2011,BOURGOGNE,BEAUNE,3097,2047,5144,
Musée du Pays Châtillonnais - Trésor de Vix,2011,BOURGOGNE,CHATILLON-SUR-SEINE,18131,6271,24402,
Musée François Rude,2011,BOURGOGNE,DIJON,0,42373,42373,
Musée Magnin,2011,BOURGOGNE,DIJON,6016,9275,15291,
Musée Archéologique,2011,BOURGOGNE,DIJON,0,26872,26872,
Musée des Beaux-Arts,2011,BOURGOGNE,DIJON,2146,141285,143431,
Musée des Beaux-Arts,2011,BOURGOGNE,MONTBARD,0,723,723,
Musée du Septennat,2011,BOURGOGNE,CHATEAU-CHINON,12113,4189,16302,
Musée du Costume,2011,BOURGOGNE,CHATEAU-CHINON,5115,1823,6938,
Museum d'Histoire Naturelle Jacques de La Comble,2011,BOURGOGNE,AUTUN,2383,2599,4982,
Musée d'Art et d'Archéologie,2011,BOURGOGNE,CLUNY,7136,16141,23277,
Musée de l'Homme et de l'Industrie - Ecomusée de la Communauté Le Creusot-Monceau-Les-Mines,2011,BOURGOGNE,LE CREUSOT,9809,3461,13270,
Musée Eucharistique du Hiéron,2011,BOURGOGNE,PARAY-LE-MONIAL,4125,5316,9441,
Musée du Terroir,2011,BOURGOGNE,ROMENAY,2269,1182,3451,
Maison du Blé et du Pain,2011,BOURGOGNE,VERDUN-SUR-LE-DOUBS,2554,1860,4414,
Musée Muncipal,2011,BOURGOGNE,SENS,4673,36248,40921,
Musée Zervos - Maison Romain Rolland,2011,BOURGOGNE,VEZELAY,8696,2726,11422,
Musée Mathurin Meheut,2011,BRETAGNE,LAMBALLE,4845,1319,6164,
Musée des Beaux-Arts,2011,BRETAGNE,QUIMPER,80161,39210,119371,
Ecomusée du Pays de Montfort,2011,BRETAGNE,MONTFORT-SUR-MEU,4735,0,4735,
Ecomusée du Pays de Rennes,2011,BRETAGNE,RENNES,13434,30400,43834,
Musée Estève,2011,CENTRE,BOURGES,0,14735,14735,
Musée George Sand et de la Vallée Noire,2011,CENTRE,LA CHATRE,3156,872,4028,
"""Maison Musée"" René Descartes",2011,CENTRE,DESCARTES,1607,473,2080,
Ecomusée du Véron,2011,CENTRE,SAVIGNY-EN-VERON,5764,2341,8105,
Maison de la Magie,2011,CENTRE,BLOIS,70223,18586,88809,
Château Musées de Blois,2011,CENTRE,BLOIS,257326,30397,287723,
Musée Gaston Couté,2011,CENTRE,MEUNG-SUR-LOIRE,0,2171,2171,
Musée de l'Ardenne,2011,CHAMPAGNE-ARDENNES,CHARLEVILLE-MEZIERES,5370,45820,51190,
Musée du Château-Fort,2011,CHAMPAGNE-ARDENNES,SEDAN,53840,0,53840,
Maison de l'Outil  et de la Pensée Ouvrière,2011,CHAMPAGNE-ARDENNES,TROYES,11651,2559,14210,
Musée d'Art Moderne,2011,CHAMPAGNE-ARDENNES,TROYES,18326,16993,35319,
Musée d'Art et d'Histoire,2011,CHAMPAGNE-ARDENNES,LANGRES,1908,6153,8061,
Musée Palais Fesch,2011,CORSE,AJACCIO,25926,13857,39783,
Musée des Beaux-Arts et d'Archéologie,2011,FRANCHE-COMTE,BESANCON,6101,48110,54211,
Musée du Château des Ducs de Wurtemberg,2011,FRANCHE-COMTE,MONTBELIARD,8050,16261,24311,
Musée Municipal d'Archéologie,2011,FRANCHE-COMTE,CHAMPAGNOLE,290,448,738,
Musée de l'Abbaye/Donations Guy Bardone - René Genis,2011,FRANCHE-COMTE,SAINT-CLAUDE,5517,5590,11107,
Musée d'Art et d'Histoire,2011,FRANCHE-COMTE,BELFORT,10889,3956,14845,
Musée Départemental Albert-Kahn,2011,ILE-DE-FRANCE,BOULOGNE-BILLANCOURT,103264,40210,143474,
Musée d'Histoire Locale - Mémoire de la Ville (et musée Franco-Suisse),2011,ILE-DE-FRANCE,RUEIL-MALMAISON,0,1700,1700,
Etablissement public Sèvres - Cité de la céramique,2011,ILE-DE-FRANCE,SEVRES,20476,18804,39280,
Grande Galerie de l'Evolution (Muséum National d'Histoire Naturelle),2011,ILE-DE-FRANCE,PARIS,398316,339307,737623,
Etablissement public du musée d'Orsay et de l'Orangerie - Musée d'Orsay,2011,ILE-DE-FRANCE,PARIS,1848726,1295723,3144449,
Musée Bourdelle,2011,ILE-DE-FRANCE,PARIS,81804,40720,122524,
Musée de la Musique,2011,ILE-DE-FRANCE,PARIS,189123,57295,246418,
Musée du Louvre,2011,ILE-DE-FRANCE,PARIS,5451295,3212697,8663992,
Maison Natale de Louis Braille,2011,ILE-DE-FRANCE,COUPVRAY,3905,1473,5378,
Musée de la Grande Guerre du Pays de Meaux,2011,ILE-DE-FRANCE,MEAUX,16691,11629,28320,
Musée Municipal,2011,ILE-DE-FRANCE,MORET-SUR-LOING,0,2532,2532,
Musée des Pays de Seine-et-Marne,2011,ILE-DE-FRANCE,SAINT-CYR-SUR-MORIN,3689,4433,8122,
Musée de l'Histoire Vivante,2011,ILE-DE-FRANCE,MONTREUIL-SOUS-BOIS,1836,2001,3837,
Ecomusée du Val de Bièvre,2011,ILE-DE-FRANCE,FRESNES,0,11960,11960,
Musée Camille Pissarro,2011,ILE-DE-FRANCE,PONTOISE,0,4903,4903,
Musée Intercommunal d'Histoire et d'Archéologie de Louvres,2011,ILE-DE-FRANCE,ROISSY-EN-FRANCE,6865,4432,11297,
Musée National de Port Royal des Champs,2011,ILE-DE-FRANCE,MAGNY-LES-HAMEAUX,6055,14164,20219,
Musée Zola-Dreyfus,2011,ILE-DE-FRANCE,MEDAN,6574,507,7081,
Musée Rambolitrain,2011,ILE-DE-FRANCE,RAMBOUILLET,14493,2550,17043,
Etablissement Public du Musée et du Domaine National de Versailles,2011,ILE-DE-FRANCE,VERSAILLES,4991002,1755196,6746198,
Musée Historique de Villèle,2011,LA REUNION,SAINT-GILLES-LES-HAUTS,18762,24897,43659,
Musée des Beaux-Arts,2011,LANGUEDOC-ROUSSILLON,CARCASSONNE,0,45739,45739,
Musée Archéologique du Lauragais,2011,LANGUEDOC-ROUSSILLON,CASTELNAUDARY,987,884,1871,
Musée des Corbières,2011,LANGUEDOC-ROUSSILLON,SIGEAN,362,563,925,
Musée du Colombier,2011,LANGUEDOC-ROUSSILLON,ALES,0,12709,12709,
Musée Cévenol,2011,LANGUEDOC-ROUSSILLON,LE VIGAN,2317,2043,4360,
Musée Archéologique,2011,LANGUEDOC-ROUSSILLON,NIMES,0,36768,36768,
Site Archéologique Lattara - Musée Henri Prades de Montpellier Agglomération,2011,LANGUEDOC-ROUSSILLON,LATTES,12936,12820,25756,
Musée de l'Ephèbe,2011,LANGUEDOC-ROUSSILLON,LE CAP D'AGDE,9432,3822,13254,
Musée Archéologique,2011,LANGUEDOC-ROUSSILLON,MINERVE,4890,0,4890,
Musée Archéologique Paul Soyris,2011,LANGUEDOC-ROUSSILLON,MURVIEL-LES-MONTPELLIER,0,655,655,
Musée de Vulliod Saint-Germain,2011,LANGUEDOC-ROUSSILLON,PEZENAS,1907,4603,6510,
Musée de Préhistoire Régionale et du Mégalithisme,2011,LANGUEDOC-ROUSSILLON,SAINT-PONS-DE-THOMIERES,1957,660,2617,
Musée du Castillet Casa Pairal,2011,LANGUEDOC-ROUSSILLON,PERPIGNAN,1988,11804,13792,
Musée Labenche d'Art et d'Histoire,2011,LIMOUSIN,BRIVE-LA-GAILLARDE,4428,8818,13246,
Musée du Cloître de Tulle André Mazeyrie,2011,LIMOUSIN,TULLE,0,11349,11349,
Musée Départemental de la Tapisserie,2011,LIMOUSIN,AUBUSSON,15385,4225,19610,
Musée Municipal des Beaux-Arts de Limoges - Palais de l'Evêché,2011,LIMOUSIN,LIMOGES,7053,60876,67929,
Les Sources d'Hercule,2011,LORRAINE,DENEUVRE,3529,573,4102,
Musée de la Céramique et de l'Ivoire,2011,LORRAINE,COMMERCY,1285,1134,2419,
Musée d'Art Sacré de la Meuse,2011,LORRAINE,SAINT-MIHIEL,782,666,1448,
Musée Départemental du Sel,2011,LORRAINE,MARSAL,4582,5443,10025,
Musée Régional d'Histoire et d'Ethnologie,2011,MARTINIQUE,FORT-DE-FRANCE,2763,2835,5598,
Musée de La Canne,2011,MARTINIQUE,LES TROIS ILETS,8430,3930,12360,
Musée de la Forge,2011,MIDI-PYRENEES,MONTGAILHARD,28569,2257,30826,
Musée Gallo-Romain d'Uxellodunum,2011,MIDI-PYRENEES,MARTEL,648,93,741,
Musée de l'Automate,2011,MIDI-PYRENEES,SOUILLAC,19157,4066,23223,
Musée des Beaux-Arts,2011,MIDI-PYRENEES,GAILLAC,2018,2908,4926,
Musée Raymond Lafage,2011,MIDI-PYRENEES,LISLE-SUR-TARN,1456,4244,5700,
Musée du Pays Rabastinois,2011,MIDI-PYRENEES,RABASTENS,1000,5216,6216,
Musée Benoît de Puydt,2011,NORD-PAS-DE-CALAIS,BAILLEUL,1290,2637,3927,
"Forum Antique de Bavay, Musée Archéologique du Département du Nord",2011,NORD-PAS-DE-CALAIS,BAVAY,21565,11589,33154,
Musée du Mont-de-Piété,2011,NORD-PAS-DE-CALAIS,BERGUES,1345,1809,3154,
Musée Municipal de Cambrai,2011,NORD-PAS-DE-CALAIS,CAMBRAI,6361,12699,19060,
Musée Portuaire,2011,NORD-PAS-DE-CALAIS,DUNKERQUE,27933,23719,51652,
Musée Municipal d'Escaudain,2011,NORD-PAS-DE-CALAIS,ESCAUDAIN,0,406,406,
Musée du Dessin et de l'Estampe Originale,2011,NORD-PAS-DE-CALAIS,GRAVELINES,6763,10965,17728,
Musée Départemental Matisse,2011,NORD-PAS-DE-CALAIS,LE CATEAU-CAMBRESIS,19558,46812,66370,
Palais des Beaux-Arts de Lille,2011,NORD-PAS-DE-CALAIS,LILLE,108178,107526,215704,
Musée d'Art et d'Industrie,2011,NORD-PAS-DE-CALAIS,TOURCOING,10883,17107,27990,
Musée des Beaux-Arts,2011,NORD-PAS-DE-CALAIS,VALENCIENNES,38983,0,38983,
Musée d'Art Moderne de Lille Métropole,2011,NORD-PAS-DE-CALAIS,VILLENEUVE-D'ASCQ,122749,64025,186774,
Musée Régional d'Ethnologie,2011,NORD-PAS-DE-CALAIS,BETHUNE,0,23500,23500,
Musée Jean-Charles Cazin,2011,NORD-PAS-DE-CALAIS,SAMER,0,670,670,
Musée des Beaux-Arts,2011,BASSE-NORMANDIE,CAEN,39896,48045,87941,
Musée d'Initiation à la Nature,2011,BASSE-NORMANDIE,CAEN,0,5540,5540,
Musée Eugène Boudin,2011,BASSE-NORMANDIE,HONFLEUR,29078,2555,31633,
Musée de la Mine,2011,BASSE-NORMANDIE,LE MOLAY-LITTRY,4140,784,4924,
Paléospace / Musée Paléontologique,2011,BASSE-NORMANDIE,VILLERS-SUR-MER,36773,4713,41486,
Musée Municipal,2011,BASSE-NORMANDIE,VIRE NORMANDIE,1076,3439,4515,
Musée Thomas Henry,2011,BASSE-NORMANDIE,CHERBOURG-EN-COTENTIN,0,23987,23987,
Musée de la Poeslerie,2011,BASSE-NORMANDIE,VILLEDIEU-LES-POELES-ROUFFIGNY,10136,1636,11772,
Musée du Prieuré,2011,HAUTE-NORMANDIE,HARFLEUR,141,2709,2850,
Musée d'Art Moderne André Malraux - MuMa,2011,HAUTE-NORMANDIE,LE HAVRE,36215,22095,58310,
MUNAE - Musée National de l'Education,2011,HAUTE-NORMANDIE,ROUEN,3532,6448,9980,
Musée de la Céramique,2011,HAUTE-NORMANDIE,ROUEN,3301,5166,8467,
Muséum d'Histoire Naturelle,2011,HAUTE-NORMANDIE,ROUEN,22715,16107,38822,
Musée d'Art de Nantes,2011,PAYS DE LA LOIRE,NANTES,52264,64005,116269,
Musées du Parc Naturel Régional de Brière,2011,PAYS DE LA LOIRE,SAINT-JOACHIM,1818,333,2151,
Musée d'Art et d'Histoire,2011,PAYS DE LA LOIRE,BAUGE,0,6786,6786,
Musée Jules-Desbois,2011,PAYS DE LA LOIRE,PARCAY-LES-PINS,3975,5371,9346,
Château-Musée,2011,PAYS DE LA LOIRE,SAUMUR,49038,10424,59462,
Musée des Tisserands Mayennais,2011,PAYS DE LA LOIRE,AMBRIERES-LES-VALLEES,760,67,827,
Musée d'Art et d'Archéologie Hôtel Fouquet,2011,PAYS DE LA LOIRE,CHATEAU-GONTIER,283,240,523,
Musée Communal Robert Tatin,2011,PAYS DE LA LOIRE,COSSE-LE-VIVIEN,16124,4291,20415,
Musée Archéologique Départemental de Jublains,2011,PAYS DE LA LOIRE,JUBLAINS,10614,22638,33252,
Musée de Tessé,2011,PAYS DE LA LOIRE,LE MANS,15964,14043,30007,
Musée de la Reine Bérengère,2011,PAYS DE LA LOIRE,LE MANS,2804,5706,8510,
Bibliothèque-musée,2011,PAYS DE LA LOIRE,SAINT-CALAIS,60,1045,1105,
Musée Municipal,2011,PAYS DE LA LOIRE,LA ROCHE-SUR-YON,0,8612,8612,
Musée Clemenceau et de Lattre-de-Tassigny,2011,PAYS DE LA LOIRE,MOUILLERON-EN-PAREDS,1444,2619,4063,
Familistère de Guise,2011,PICARDIE,GUISE,46591,4764,51355,
Musée Alexandre Dumas,2011,PICARDIE,VILLERS COTTERETS,1640,351,1991,
Musée du Château de Compiègne,2011,PICARDIE,COMPIEGNE,36878,49857,86735,
Musée Jean Calvin,2011,PICARDIE,NOYON,2016,1260,3276,
Musée de la Vénerie,2011,PICARDIE,SENLIS,7629,4395,12024,
Musée Boucher-de-Perthes,2011,PICARDIE,ABBEVILLE,2439,7383,9822,
Musée de Picardie,2011,PICARDIE,AMIENS,5944,25860,31804,
Atelier - Musée du Papier,2011,POITOU-CHARENTES,ANGOULEME,0,14943,14943,
Musée des Beaux-Arts,2011,POITOU-CHARENTES,LA ROCHELLE,3511,7816,11327,
Musée Municipal des Cordeliers,2011,POITOU-CHARENTES,SAINT-JEAN-D'ANGELY,155,5477,5632,
Musée des Tumulus de Bougon,2011,POITOU-CHARENTES,BOUGON,11072,9110,20182,
Musée Gassendi,2011,PROVENCE-ALPES-CÔTE D'AZUR,DIGNE-LES-BAINS,2573,6034,8607,
Musée Picasso,2011,PROVENCE-ALPES-CÔTE D'AZUR,ANTIBES,79518,46662,126180,
Musée Renoir,2011,PROVENCE-ALPES-CÔTE D'AZUR,CAGNES-SUR-MER,31209,11119,42328,
Musée Archéologique - Site de  Cimiez,2011,PROVENCE-ALPES-CÔTE D'AZUR,NICE,0,36055,36055,
Musée du Pavillon de Vendôme,2011,PROVENCE-ALPES-CÔTE D'AZUR,AIX-EN-PROVENCE,4367,7588,11955,
Musée des Tapisseries,2011,PROVENCE-ALPES-CÔTE D'AZUR,AIX-EN-PROVENCE,4396,16427,20823,
Musée de l'Uniforme - Musée de la Légion Etrangère,2011,PROVENCE-ALPES-CÔTE D'AZUR,PUYLOUBIER,0,7644,7644,
Musée Municipal Méditerranéen de Cassis A.T.P.,2011,PROVENCE-ALPES-CÔTE D'AZUR,CASSIS,33,7925,7958,
Musée Ciotaden,2011,PROVENCE-ALPES-CÔTE D'AZUR,LA CIOTAT,4510,3808,8318,
Fondation Louis Jou,2011,PROVENCE-ALPES-CÔTE D'AZUR,LES-BAUX-DE-PROVENCE,69,363,432,
Musée Municipal Paul Lafran,2011,PROVENCE-ALPES-CÔTE D'AZUR,SAINT-CHAMAS,0,4031,4031,
Musée de l'Empéri de Salon et de la Crau,2011,PROVENCE-ALPES-CÔTE D'AZUR,SALON-DE-PROVENCE,6117,11536,17653,
Musée des A.T.P. de Moyenne Provence,2011,PROVENCE-ALPES-CÔTE D'AZUR,DRAGUIGNAN,2549,7965,10514,
Musée Municipal,2011,PROVENCE-ALPES-CÔTE D'AZUR,HYERES,0,44566,44566,
Musée du Vêtement Provençal (Jean Aicard),2011,PROVENCE-ALPES-CÔTE D'AZUR,SOLLIES-VILLE,0,4059,4059,
Muséum d'Histoire Naturelle Esprit Requien,2011,PROVENCE-ALPES-CÔTE D'AZUR,AVIGNON,0,15875,15875,
Cité de Préhistoire,2011,RHONE-ALPES,ORGNAC-L'AVEN,103917,3825,107742,
Musée d'Art Sacré,2011,RHONE-ALPES,MOURS SAINT-EUSEBE,230,1050,1280,
Musée d'Archéologie Tricastine,2011,RHONE-ALPES,SAINT-PAUL-TROIS-CHATEAUX,1039,3546,4585,
Musée Léon Marès,2011,RHONE-ALPES,LOVAGNY,15123,4934,20057,
Musée des Vallées de Thônes,2011,RHONE-ALPES,THONES,790,809,1599,
Musée - Parc Archéologique du Lac de Paladru,2011,RHONE-ALPES,CHARAVINES,9703,4767,14470,
Musée Géo-Charles,2011,RHONE-ALPES,ECHIROLLES,0,5809,5809,
Musée Hector Berlioz,2011,RHONE-ALPES,LA-COTE-SAINT-ANDRE,0,13145,13145,
Musée de la Grande Chartreuse,2011,RHONE-ALPES,SAINT-PIERRE-DE-CHARTREUSE,39062,2733,41795,
Musée Alice Taverne,2011,RHONE-ALPES,AMBIERLE,3359,585,3944,
Musée d'Histoire du  20ème Siècle - Résistance et Déportation,2011,RHONE-ALPES,ESTIVAREILLES,1950,853,2803,
Musée d'Archéologie,2011,RHONE-ALPES,FEURS,1882,4391,6273,
Musées Gadagne,2011,RHONE-ALPES,LYON,36302,58989,95291,
Lugdunum - Musée et Théâtres Romains,2011,RHONE-ALPES,LYON,27160,67304,94464,
Musée de l'Imprimerie et de la Communication Graphique,2011,RHONE-ALPES,LYON,16429,15171,31600,
Musée Henri Malartre,2011,RHONE-ALPES,ROCHETAILLEE-SUR-SAONE,17351,19905,37256,
Musée de la Poterie,2012,ALSACE,BETSCHDORF,1728,396,2124,
Musée de Bouxwiller et du pays de hanau,2012,ALSACE,BOUXWILLER,554,315,869,
Musée de l'Image Populaire de Pfaffenhoffen,2012,ALSACE,PFAFFENHOFFEN,3451,0,3451,
Musée Zoologique de Strasbourg,2012,ALSACE,STRASBOURG,11602,22319,33921,
Musée Tomi Ungerer,2012,ALSACE,STRASBOURG,19720,29481,49201,
Musée d'Histoire Naturelle et d'Ethnographie de Colmar,2012,ALSACE,COLMAR,7888,6938,14826,
Château de Bourdeilles,2012,AQUITAINE,BOURDEILLES,25047,0,25047,
Musée Gallo-Romain de Vesunna,2012,AQUITAINE,PERIGUEUX,17847,11193,29040,
Ecomusée de la Grande Lande,2012,AQUITAINE,SABRES,55253,11362,66615,
Musée d'Art et d'Histoire du Cap de Gascogne,2012,AQUITAINE,SAINT-SEVER,0,793,793,
Musée des Beaux-Arts,2012,AQUITAINE,AGEN,7079,11897,18976,
Musée Basque et de l'Histoire de Bayonne,2012,AQUITAINE,BAYONNE,16615,19370,35985,
Musée Municipal de Guéthary,2012,AQUITAINE,GUETHARY,582,1573,2155,
Musée Municipal de Souvigny,2012,AUVERGNE,SOUVIGNY,6820,1832,8652,
Musée Départemental de la Céramique Gallo-Romaine,2012,AUVERGNE,LEZOUX,6464,5007,11471,
Musée Paléontologique,2012,AUVERGNE,MENAT,643,66,709,
Musée des Peintres de l'Ecole de Murols,2012,AUVERGNE,MUROL,3317,412,3729,
Musée François Rude,2012,BOURGOGNE,DIJON,0,27490,27490,
Musée d'Art et d'Histoire Romain Rolland,2012,BOURGOGNE,CLAMECY,2077,2366,4443,
Musée de la Loire,2012,BOURGOGNE,COSNE-SUR-LOIRE,1089,2937,4026,
Musée de la Mine,2012,BOURGOGNE,LA MACHINE,6414,1123,7537,
Musée Auguste Grasset,2012,BOURGOGNE,VARZY,1600,0,1600,
Musée Saint-Nazaire,2012,BOURGOGNE,BOURBON-LANCY,0,1723,1723,
Musée Nicéphore Niepce,2012,BOURGOGNE,CHALON-SUR-SAONE,0,28627,28627,
Musée Eucharistique du Hiéron,2012,BOURGOGNE,PARAY-LE-MONIAL,3441,4562,8003,
Musée Départemental du Compagnonnage,2012,BOURGOGNE,ROMANECHE-THORINS,2141,1454,3595,
Musée du Terroir,2012,BOURGOGNE,ROMENAY,2427,892,3319,
Musée Zervos - Maison Romain Rolland,2012,BOURGOGNE,VEZELAY,9431,0,9431,
Musée National de la Marine,2012,BRETAGNE,BREST,28501,25532,54033,
Le Port-Musée,2012,BRETAGNE,DOUARNENEZ,29900,13330,43230,
Musée de Pont-Aven,2012,BRETAGNE,PONT-AVEN,23193,7205,30398,
Musée de Bretagne,2012,BRETAGNE,RENNES,30350,24126,54476,
Musée des Rochers-Sévigné,2012,BRETAGNE,VITRE,4798,2154,6952,
Musée du Château de Vitré,2012,BRETAGNE,VITRE,11370,5360,16730,
"La Cohue, Musée des Beaux-Arts de vannes",2012,BRETAGNE,VANNES,5589,6076,11665,
Musée des Arts Décoratifs,2012,CENTRE,BOURGES,0,25602,25602,
Conservatoire du Machinisme et des Pratiques Agricoles,2012,CENTRE,CHARTRES-MAINVILLIERS,4996,44340,49336,
Musées de Châteauroux - Hôtel Bertrand,2012,CENTRE,CHATEAUROUX,266,15659,15925,
Musée George Sand et de la Vallée Noire,2012,CENTRE,LA CHATRE,1785,960,2745,
Musée Ornithologique (Ecomusée de la Brenne),2012,CENTRE,LE BLANC,2311,1248,3559,
Musée du Vieux Chinon,2012,CENTRE,CHINON,952,1438,2390,
